kelime,kok
çocukluktur,çocuk:luktur
planları,plan:ları
yürüyüşlerinde,yürü:yüşlerinde
dolduran,doldur:an
tutmadım,tut:madım
üzüntüsü,üzüntü:sü
fırlattıktan,fırla:ttıktan
eski,eski
mektup,mektup
birinin,biri:nin
kesmeden,kes:meden
habire,habire
önündeydi,ön:ündeydi
olmalıyım,ol:malıyım
düşeceksin,düş:eceksin
titreşiyorlardı,titreş:iyorlardı
biriyle,biri:yle
minnettarlık,minnettar:lık
ilgilenmesidir,ilgilen:mesidir
müstemleke,müstemleke
bitirebilseydim,bitir:ebilseydim
daimi,daimi
düne,dün:e
bitiyordu,bit:iyordu
zenginliklerle,zeng:inliklerle
ediyormuş,et:iyormuş
çıkarıldığımı,çıkar:ıldığımı
kurulu,kurulu
görmemiz,gör:memiz
zorlanıyordu,zorla:nıyordu
peyniri,peynir:i
kucaktan,kucak:tan
riyaziyeden,riyaziye:den
kötü,kötü
seyrederdim,seyret:erdim
inşaattan,inşaat:tan
dalların,dal:ların
atar,at:ar
masal,masal
uluma,ulum:a
anlama,anlam:a
beyazdı,beyaz:dı
su,su
dolaplar,dolap:lar
koparmamak,kopar:mamak
dostluğun,dostluk:un
bulmanın,bul:manın
vazgeçmemek,vazgeç:memek
birdenbire,birdenbire
rafında,raf:ında
eserlerini,eser:lerini
şekerlemeleri,şekerleme:leri
dallarını,dal:larını
yatağın,yatak:ın
gevezelik,geveze:lik
bakmıştı,bak:mıştı
işlediğim,işle:diğim
olmakta,ol:makta
dizeler,dize:ler
konu,konu
sarsılmıyordu,sarsıl:mıyordu
düşündükten,düşün:dükten
biliyorsun,bil:iyorsun
şişelerle,şişe:lerle
localardan,loca:lardan
harflerle,harf:lerle
arkadaşımın,arkadaş:ımın
bakıyorsun,bak:ıyorsun
hoşuma,hoş:uma
dökünmek,dökün:mek
atarsın,ata:rsın
kanepelerde,kanepe:lerde
kırıklıklarımız,kırık:lıklarımız
insanlarızdır,insan:larızdır
teşebbüs,teşebbüs
çevrilmiş,çevir:lmiş
çoğaldı,çoğal:dı
tüylü,tüy:lü
aksediyordu,akset:iyordu
sarsılıyor,sarsıl:ıyor
tanığın,tanık:ın
alışkanlık,alışkan:lık
şefkatle,şefkat:le
kaplumbağayı,kaplumbağa:yı
paltolarımıza,palto:larımıza
veremeyeceklerini,ver:emeyeceklerini
kazanmadığına,kazan:madığına
mektubu,mektup:u
hayatla,hayat:la
söylemiyor,söyle:miyor
düşündürüyordu,düşündür:üyordu
mezgitleme,mezgit:leme
tuhaf,tuhaf
rağmen,rağmen
terakki,terakki
yatmanın,yat:manın
verilebileceğini,ver:ilebileceğini
yakamı,yaka:mı
reddediyor,reddet:iyor
mektuba,mektup:a
türlü,türlü
değilsiniz,değil:siniz
dikip,dik:ip
uymuşlardı,uy:muşlardı
alakadar,alakadar
maaşının,maaş:ının
kral,kral
askerliğimden,asker:liğimden
mehmetcan,mehmetcan
eldivenler,eldiven:ler
meraktan,merak:tan
muvaffakiyetler,muvaffakiyet:ler
sahası,saha:sı
yaslanırken,yasla:nırken
etrafıma,etraf:ıma
çocukluk,çocuk:luk
çehresinde,çehre:sinde
gelemezdi,gel:emezdi
gidermeye,gider:meye
ellerine,el:lerine
arkanıza,arka:nıza
bulamazlar,bula:mazlar
ellerini,el:lerini
yaratmak,yarat:mak
marka,mark:a
yılbaşının,yılbaş:ının
işsiz,iş:siz
binasının,bina:sının
kediniz,kedi:niz
yayılıyordu,yayıl:ıyordu
alacak,alacak
kedinin,kedi:nin
dizilirsiniz,diz:ilirsiniz
uzaklaştırabileceğimi,uzaklaş:tırabileceğimi
yemeklerinde,yemek:lerinde
sarardı,sarar:dı
uydurmaya,uydurma:ya
tabiattan,tabiat:tan
ısırdı,ısır:dı
serildiğini,ser:ildiğini
başpiskopos,başpiskopos
ağaçlıktan,ağaç:lıktan
şaşırıyorsunuz,şaşır:ıyorsunuz
ismini,isim:ni
alışıldığı,alış:ıldığı
yıkayabilmek,yıka:yabilmek
bastırıyor,bastır:ıyor
getirilecek,getir:ilecek
ümit,ümit
aramızda,ara:mızda
konuşmasından,konuş:masından
katlardan,kat:lardan
işlemeye,işle:meye
duble,duble
harika,harika
varsa,var:sa
annesinin,anne:sinin
boşalmıştı,boşal:mıştı
döktü,dök:tü
korkuyorlardır,kork:uyorlardır
saatler,saat:ler
hamel,hamel
teşebbüste,teşebbüs:te
selamlamaya,selamla:maya
hareketine,hareket:ine
sağ,sağ
kafalarında,kafa:larında
incelikleriyle,incelik:leriyle
hareketini,hareket:ini
dalan,dal:an
bilmiyordu,bil:miyordu
kaplumbağaya,kaplumbağa:ya
alman,alman
temasa,temas:a
almam,al:mam
konuşuyorum,konuş:uyorum
almak,al:mak
iyilik,iyi:lik
üstünkörü,üstünkörü
gayretim,gayret:im
davranırım,davran:ırım
varıyordum,var:ıyordum
almaz,al:maz
onu,onu
efradına,efrat:ına
lapası,lapa:sı
bırakıyorlardı,bırak:ıyorlardı
suallere,sual:lere
çırılçıplak,çırılçıplak
heyecanlarını,heyecan:larını
rastlayınca,rastla:yınca
görevi,görev:i
düşürüyor,düşür:üyor
çakıl,çakıl
serbestçe,serbest:çe
anlayıp,anla:yıp
cesareti,cesaret:i
bahsedilen,bahset:ilen
yardıma,yard:ıma
tahsilimi,tahsil:imi
bebek,bebek
uğraşan,uğraş:an
üzülmesine,üzül:mesine
ürpertiyle,ürperti:yle
uçurmaya,uçur:maya
aydınlıktı,aydınlık:tı
arttığı,art:tığı
serili,seri:li
alışımın,alış:ımın
dikiş,dikiş
şişmiş,şiş:miş
nedamet,nedamet
benziyorsunuz,benze:yorsunuz
yoldalar,yol:dalar
kelimenin,kelime:nin
kabahatiniz,kabahat:iniz
kılık,kılık
bucaksız,bucak:sız
kolunun,kol:unun
ağladığı,ağla:dığı
toplayarak,topla:yarak
keserek,kes:erek
eşyalarım,eşya:larım
etmezdi,et:mezdi
yüzlerce,yüzlerce
tarafta,taraf:ta
camları,cam:ları
harfler,harf:ler
tanıştırayım,tanış:tırayım
azının,azı:nın
deminki,deminki
bırakan,bırak:an
hipopotam,hipopotam
mesleğe,meslek:e
hissedeceksiniz,hisset:eceksiniz
elektrik,elektrik
emek,emek
geçim,geç:im
açılıyordum,açıla:yordum
tetkik,tetkik
alınacak,alın:acak
serdi,ser:di
işlerim,iş:lerim
yüzünün,yüz:ünün
birçoğunun,birçoğu:nun
salladıktan,salla:dıktan
kızından,kız:ından
vahşi,vahşi
kısıklık,kısık:lık
öderim,öde:rim
yapmadan,yap:madan
notu,not:u
tecessüsle,tecessüs:le
alıyorum,al:ıyorum
tabancalarla,tabanca:larla
kulaklarımın,kulak:larımın
ağaca,ağaç:a
zor,zor
coşuyor,coş:uyor
okumak,oku:mak
dolaşırız,dolaş:ırız
mütercimiymiş,mütercim:iymiş
insanları,insan:ları
edişim,et:işim
anlamalarına,anla:malarına
unutuyordum,unut:uyordum
çöreği,çörek:i
büsbütün,büsbütün
kafamızdaki,kafa:mızdaki
dünya,dünya
geçiriyor,geçir:iyor
berlin'in,berlin:'in
yastığa,yastık:a
kapıdan,kapı:dan
çizgilerindeki,çizgi:lerindeki
anlıyordum,anla:yordum
şeyini,şey:ini
birbirimizden,birbiri:mizden
ateş,ateş
bilmediğine,bil:mediğine
senelere,sene:lere
mahalleleri,mahalle:leri
kurtarabildiği,kurtar:abildiği
olmayınca,ol:mayınca
kimseleri,kimse:leri
içimizde,iç:imizde
mahluktu,mahluk:tu
vardım,var:dım
görünüşlü,görünüş:lü
gürültüsü,gürültü:sü
inanıyoruz,inan:ıyoruz
hastalığa,hastalık:a
şapkacının,şapka:cının
duruma,durum:a
çatıp,çat:ıp
inanıyorum,inan:ıyorum
bağırıp,bağır:ıp
parmaklarımı,parmak:larımı
kaybetmekle,kaybet:mekle
görürsünüz,gör:ürsünüz
duruyorum,dur:uyorum
ölçmek,ölç:mek
anlatacağım,anlat:acağım
vardır,var:dır
konuşurdu,konuş:urdu
kürkünüzü,kürk:ünüzü
konuşmayız,konuş:mayız
güzelce,güzel:ce
karaladığı,karala:dığı
nefesimi,nefes:imi
verebileceğinden,ver:ebileceğinden
yarına,yarın:a
acımalıyız,acı:malıyız
becerebilir,becer:ebilir
seyrederek,seyret:erek
sivrilen,sivril:en
bakmasının,bak:masının
katlanmış,katlan:mış
güvenilecek,güven:ilecek
tercümelerinde,tercüme:lerinde
erecekti,er:ecekti
izahat,izahat
elbiseleri,elbise:leri
anlamadan,anla:madan
çıkaramazlar,çıkar:amazlar
vern'ler,vern:'ler
asıyordu,as:ıyordu
amuda,amut:a
istersin,iste:rsin
yedim,yedi:m
yedin,yedi:n
anlatmasını,anlat:masını
artist,artist
yaşamam,yaşa:mam
bastırılan,bastır:ılan
yaşamak,yaşa:mak
bileklerime,bilek:lerime
edeceğim,et:eceğim
istiyorsan,iste:iyorsan
dinleyen,dinle:yen
durma,dur:ma
peruk,peruk
yürüdüm,yürü:düm
yaşamaz,yaşa:maz
siyası,siya:sı
yürüdük,yürü:dük
çocuktum,çocuk:tum
haftada,hafta:da
aklımdan,akıl:ımdan
uyanan,uyan:an
mabel,mabel
yüklüyorlar,yükle:üyorlar
isabet,isabet
düşündüğümü,düşün:düğümü
mukadderatları,mukadderat:ları
çevirmemekte,çevir:memekte
verilecek,ver:ilecek
ileri,ileri
sırtları,sırt:ları
yaşayan,yaşa:yan
bırakmakta,bırak:makta
dayanmadan,dayan:madan
zeytinliklerden,zeytinlik:lerden
gezintimize,gezinti:mize
istemeyeceğimi,iste:meyeceğimi
anlamıştı,anla:mıştı
mahsus,mahsus
aldırdı,aldır:dı
kenarını,kenar:ını
şeklindeydi,şekli:ndeydi
necla'nın,necla:'nın
kuyuya,kuyu:ya
geniş,geniş
susup,sus:up
uzaklara,uzak:lara
ediyorlardı,et:iyorlardı
başlayarak,başla:yarak
tabiatın,tabiat:ın
yıkanmaya,yıkan:maya
koparmaya,kopar:maya
hakikaten,hakikaten
bakışlarıyla,bakış:larıyla
susun,sus:un
dokuzda,dokuz:da
akşamı,akşam:ı
oğlan,oğlan
yedirdim,yedir:dim
laflarla,laf:larla
vişneçürüğü,vişneçürüğü
ekledi,ekle:di
neye,ney:e
mana,man:a
firmasına,firma:sına
göremiyorum,gör:emiyorum
acımamıştı,acı:mamıştı
inandırmak,inan:dırmak
basamağına,basamak:ına
tırtıl,tırtıl
gezdim,gez:dim
nargilenin,nargile:nin
luplanan,lup:lanan
havlıyordu,havla:ıyordu
kendinin,kendi:nin
lafını,laf:ını
soluya,solu:ya
eskisinden,eski:sinden
öğretir,öğret:ir
kendiniz,kendi:niz
peş,peş
geçici,geçici
göndermeye,gönder:meye
alçalan,alçal:an
mahcup,mahcup
kovdum,kov:dum
mektuplara,mektup:lara
münasebetsiz,münasebet:siz
galerisi,galeri:si
denize,deniz:e
sucuk,sucuk
götürüyordu,götür:üyordu
isabetli,isabet:li
yersiz,yer:siz
tereddüt,tereddüt
meydana,meydan:a
ağaçlarını,ağaç:larını
kaldırımlar,kaldırım:lar
çalışıyorlardı,çalış:ıyorlardı
davranmanın,davran:manın
aşağılardaki,aşağı:lardaki
başlı,başlı
halkevinin,halkevi:nin
yazılı,yazılı
maceraları,macera:ları
haksızlığı,hak:sızlığı
atarsınız,ata:rsınız
kuryenin,kurye:nin
getirirdi,getir:irdi
memleketinize,memleket:inize
korkuyordum,kork:uyordum
birlikte,birlikte
düşünürken,düşünür:ken
eşeleyen,eşele:yen
soktum,sok:tum
değişiklik,değişik:lik
koşarak,koş:arak
toparlandı,toparla:ndı
yediklerinin,yed:iklerinin
koydum,koy:dum
şairane,şairane
sırılsıklam,sırılsıklam
kalamıyorum,kal:amıyorum
düştüğüm,düş:tüğüm
hastam,hasta:m
bakarız,bak:arız
konuştumsa,konuş:tumsa
yaşlı,yaşlı
keyfine,keyif:ne
salonların,salon:ların
önlerinde,ön:lerinde
sitemleri,sitem:leri
birtakım,birtakım
biliyorsundur,bil:iyorsundur
tasviri,tasviri
koydu,koy:du
geçirmeden,geçir:meden
suretle,suret:le
görünmedikçe,gör:ünmedikçe
ölçüler,ölçü:ler
etme,et:me
bahsediliyordu,bahset:iliyordu
kalabilirsin,kal:abilirsin
tatlı,tatlı
demesi,dem:esi
gördüğüm,gör:düğüm
duyamadım,duy:amadım
dizinde,dizin:de
attığım,at:tığım
geleceğimden,gelecek:imden
tabiidir,tabii:dir
doldurmaya,doldur:maya
coğrafyaya,coğrafya:ya
atıldı,atıl:dı
sürüyerek,sürü:yerek
bulabildiğinde,bul:abildiğinde
utanma,utan:ma
süzülen,süzül:en
uzandıklarını,uzan:dıklarını
bulunuyor,bulun:uyor
nurten'i,nurten:'i
takdirde,takdirde
çekinerek,çekin:erek
yüzdüler,yüz:düler
elini,el:ini
büyüktü,büyük:tü
basıyor,bas:ıyor
kızgınlığını,kızgın:lığını
gelmeden,gel:meden
unuttuğunun,unut:tuğunun
sefer,sefer
hareketlerinde,hareket:lerinde
defa,defa
ediyorsun,et:iyorsun
vaziyetten,vaziyet:ten
muydunuz,mu:ydunuz
çeşit,çeşit
tıpkı,tıpkı
eğilmiştim,eğil:miştim
mutsuz,mutsuz
kekeleyerek,kekele:yerek
elde,el:de
öldürürmüş,öldür:ürmüş
hazır,hazır
cimrilik,cimri:lik
ilgili,ilgili
çeviren,çevir:en
kenarına,kenar:ına
tazyikinden,tazyik:inden
neyin,ney:in
yollarım,yol:larım
çevirdiniz,çevir:diniz
alışmamıştım,alış:mamıştım
madeni,madeni
benzi,beniz
kiremit,kiremit
açılıyordu,açıl:ıyordu
yapışıp,yapış:ıp
kaygan,kaygan
parlak,parlak
tahtaları,tahta:ları
delisin,deli:sin
ahbaptılar,ahbap:tılar
gündüzden,gündüz:den
uyandırmıştı,uyan:dırmıştı
çıkarmaz,çıkar:maz
sinirlenmiş,sinirlen:miş
cinayetin,cinayet:in
parlayan,parla:yan
başımın,baş:ımın
tecrübelerim,tecrübe:lerim
tavırlarıyla,tavır:larıyla
ayrılıyorduk,ayrıl:ıyorduk
ruhlar,ruh:lar
hatırlayamıyorum,hatırla:yamıyorum
masrafı,masraf:ı
duyuyor,duy:uyor
kavuşmaya,kavuş:maya
korken,kor:ken
takımı,tak:ımı
geçince,geçin:ce
karıştırıyor,karış:tırıyor
kürküne,kürk:üne
yahut,yahut
kimseyi,kimse:yi
addedemezdim,addet:emezdim
ciddiliği,ciddi:liği
kimseye,kimse:ye
getirip,getir:ip
getirir,getiri:r
sandın,san:dın
itibaren,itibaren
getirin,getiri:n
istihfaf,istihfaf
anlaşmaya,anlaş:maya
buluşup,buluş:up
yapılması,yapıl:ması
hayretimi,hayret:imi
kapılarından,kapı:larından
başlayacaktı,başla:yacaktı
mecburum,mecbur:um
eseridir,eser:idir
anlatmalısınız,anlat:malısınız
alnına,alın:na
kaçmışım,kaç:mışım
şöminenin,şömine:nin
birçoklarından,birçok:larından
çocuklarımdan,çocuk:larımdan
zannederdim,zannet:erdim
senelerinin,sene:lerinin
kolu,kol:u
masalara,masa:lara
yeşili,yeşil:i
gördü,gör:dü
sanıyorsun,san:ıyorsun
ödemişler,öde:mişler
tesadüf,tesadüf
duvarlara,duvar:lara
umduğu,um:duğu
anlamamış,anla:mamış
geçtiklerinde,geç:tiklerinde
grup,grup
kurtulamadı,kurtul:amadı
kola,kola
korkusuyla,korku:suyla
kızkardeş,kızkardeş
açamadığım,aç:amadığım
kömür,kömür
tava,tava
taraflar,taraf:lar
tasalanıp,tasalan:ıp
biriken,birik:en
tafsilatı,tafsilat:ı
alçaltmadan,alçalt:madan
şıkırtılarını,şıkırtı:larını
karşılaştı,karşılaş:tı
tutuşu,tutuş:u
etmeden,et:meden
öyleyse,öyle:yse
alakalandı,alakalan:dı
sürece,süreç:e
hoşnutsuzluğunu,hoşnutsuz:luğunu
haberci,haber:ci
hareket,hareket
dönmüştüm,dön:müştüm
oturduğumuz,otur:duğumuz
veriyor,ver:iyor
söylemeden,söyle:meden
sokaklarına,sokak:larına
ejderhanın,ejderha:nın
bunlarda,bun:larda
tabiata,tabiat:a
demekle,de:mekle
vücudunun,vücut:unun
alacalı,alacalı
çözmesi,çöz:mesi
kural,kural
taraf,taraf
dibi,dip:i
kanalın,kanal:ın
gönderecek,gönder:ecek
kancalara,kanca:lara
kurutacak,kurut:acak
arkasında,arka:sında
olmayın,ol:mayın
söylenen,söylen:en
aç,aç
yaşadık,yaşa:dık
yaklaştıktan,yaklaş:tıktan
sıkılır,sıkıl:ır
havadan,havadan
zordu,zor:du
bilinen,bilinen
bırakmak,bırak:mak
yuvarlanacaktık,yuvarla:nacaktık
ağlaya,ağla:ya
meraklılardan,merak:lılardan
talihimi,talih:imi
hep,hep
alnını,alın:nı
her,her
beklemediğim,bekle:mediğim
geçirmezdim,geçir:mezdim
bozuk,bozuk
hey,hey
üşüttün,üşü:ttün
bitkin,bitkin
karanlıktı,karanlık:tı
emellerinin,emel:lerinin
hem,hem
verdirmezdi,ver:dirmezdi
işareti,işaret:i
istenileni,iste:nileni
söze,söz:e
şuydu,şu:ydu
bunda,bun:da
sipariş,sipariş
kurtuluşu,kurtuluş:u
maria'nın,maria:'nın
olduğu,ol:duğu
düşmüş,düş:müş
yerimizden,yer:imizden
cinayet,cinayet
sarih,sarih
havuzlu,havuzlu
çalışılan,çalış:ılan
diyordum,de:yordum
koridorun,koridor:un
konmayı,kon:mayı
neyim,ney:im
kertenkelenin,kertenkele:nin
yaşımdan,yaş:ımdan
yapan,yap:an
çıktığı,çık:tığı
yakınlaşmayı,yakın:laşmayı
ifade,ifade
ilgisi,ilgi:si
yapar,yap:ar
sürükleyeceğim,sürükle:yeceğim
oluyordum,ol:uyordum
ihtiyar,ihtiyar
mükemmel,mükemmel
hollandalıydı,hollanda:lıydı
mecmuaları,mecmua:ları
af,af
alıştı,alış:tı
ortalık,ortalık
şuurlu,şuur:lu
al,al
an,an
hiçliğini,hiç:liğini
kıdemli,kıdem:li
at,at
av,av
ay,ay
az,az
etrafa,etraf:a
kaba,kaba
içtenlikle,içten:likle
koşuşturmaya,koşuş:turmaya
tırnaklı,tırnak:lı
idrak,idrak
iskemlesinin,iskemle:sinin
gideceğimden,git:eceğimden
bekleyeyim,bekle:yeyim
sevgidir,sevgi:dir
olduğum,ol:duğum
papağan,papağan
arzunuz,arzu:nuz
kaçacak,kaç:acak
dolaşmakla,dolaş:makla
fareyle,fare:yle
postaneden,postane:den
hovardalıklar,hovarda:lıklar
bulabilmeyi,bul:abilmeyi
kırpıştırıyordu,kırpış:tırıyordu
getirmezdim,getir:mezdim
cümleydi,cümle:ydi
hepsinde,hepsi:nde
gayesi,gaye:si
aramıyordum,ara:mıyordum
hayalimdeki,hayal:imdeki
indirinceye,indir:inceye
koluma,kol:uma
mesafelerin,mesafe:lerin
bahçesinde,bahçe:sinde
müşteri,müşteri
masaları,masa:ları
hodbin,hodbin
vazgeçmişti,vazgeç:mişti
anlayamadım,anla:yamadım
kolumu,kol:umu
kahverengi,kahverengi
sözü,söz:ü
camın,cam:ın
albümünden,albüm:ünden
masa,masa
düşünmeyin,düşün:meyin
ihtiyaç,ihtiyaç
topuzlarla,topuz:larla
kabiliyeti,kabiliyet:i
bildireyim,bildir:eyim
sorulan,sor:ulan
nefesi,nefes:i
büyümüştü,büyü:müştü
adam,adam
mukavelenameleri,mukavelename:leri
çocuk,çocuk
nefese,nefes:e
kuruşu,kuruş:u
kayboldu,kaybol:du
yerlerinden,yer:lerinden
sorulmuştu,sor:ulmuştu
telaşla,telaş:la
sahibesi,sahibe:si
kafamda,kafa:mda
görmediğini,gör:mediğini
heveslerim,heves:lerim
bulma,bulma
dolaşan,dolaş:an
kırgınlık,kırgın:lık
durmayı,dur:mayı
bakışımın,bakış:ımın
gök,gök
şüpheden,şüphe:den
çıkmaza,çıkmaz:a
göl,göl
tesirleriyle,tesir:leriyle
söyleyebileceklerimin,söyle:yebileceklerimin
davranış,davranış
değiştirdiğine,değiş:tirdiğine
malı,mal:ı
göz,göz
düşünmüyor,düşün:müyor
almışlardı,al:mışlardı
efendiden,efendi:den
gör,gör
te,te
dolaşmaya,dolaş:maya
ta,ta
yabancı,yabancı
duvarın,duvar:ın
nurettin,nurettin
gelebilecek,gel:ebilecek
azaldığını,azal:dığını
dikkatiyle,dikkat:iyle
siyahtı,siyah:tı
beklediğim,bekle:diğim
olmuşa,ol:muşa
hayatımız,hayat:ımız
tefek,tefek
yaşmak,yaşmak
ayaklı,ayak:lı
uzayıp,uza:yıp
tekrarlatmaya,tekrarla:tmaya
ferahlık,ferah:lık
geçecek,geç:ecek
anlatacaktım,anlat:acaktım
konuşmalar,konuş:malar
sana,san:a
yedik,ye:dik
yapamayacağını,yap:amayacağını
hülyalar,hülya:lar
dargın,dargın
hayvanat,hayvanat
gövdesi,gövde:si
taraftaki,taraf:taki
sabahındaki,sabah:ındaki
bölüştürdüğünü,bölüş:türdüğünü
seyrettik,seyret:tik
peşini,peş:ini
başlayacağım,başla:yacağım
dalgalarına,dalga:larına
yerleştirerek,yerleş:tirerek
kapısından,kapı:sından
hazırlık,hazırlık
aldatmaktan,aldat:maktan
sekiz,sekiz
kayınlarımın,kayın:larımın
büyüğüne,büyük:üne
haftadan,hafta:dan
vesileyle,vesile:yle
bulunacak,bulun:acak
iradeliydi,irade:liydi
bağdat'ta,bağdat:'ta
protestan,protestan
idarene,idare:ne
kudretini,kudret:ini
kaybolduktan,kaybol:duktan
inandırmış,inan:dırmış
ağlamanın,ağla:manın
vücudumuzu,vücut:umuzu
öncekinden,önce:kinden
takmış,tak:mış
ankara'dan,ankara:'dan
kulaklarda,kulak:larda
saçan,saç:an
etmiyordu,et:miyordu
kokuları,koku:ları
kendime,kendi:me
yelpazeyi,yelpaze:yi
getirmeye,getir:meye
karşılaşmıştım,karşılaş:mıştım
etsek,et:sek
getirmeyi,getir:meyi
kafalısın,kafa:lısın
geçmişi,geçmiş:i
çocuklarına,çocuk:larına
otururken,otur:urken
kendimi,kendi:mi
odacı,oda:cı
kalabalıklaşıyordu,kalabalık:laşıyordu
eşlik,eş:lik
riyasız,riyasız
hakimsiz,hakim:siz
asılarak,asıl:arak
birahaneye,birahane:ye
uğraşmış,uğraş:mış
askerlerin,asker:lerin
düzelten,düzelt:en
kadınım,kadın:ım
yaklaşmadı,yaklaş:madı
bulunmuyordum,bulun:muyordum
oldum,ol:dum
oldun,ol:dun
yorgun,yorgun
aldatılmak,aldat:ılmak
çakmıştı,çak:mıştı
bulduğuna,bul:duğuna
bırakayım,bırak:ayım
pullu,pul:lu
mihriye,mihri:ye
değiller,değil:ler
vuran,vur:an
hastalığın,hastalık:ın
mors,mors
atarım,ata:rım
göstermesi,göster:mesi
kabuğunu,kabuk:unu
incitmişti,incit:mişti
çığırtma,çığırt:ma
çalışıldığını,çalış:ıldığını
kemirmekten,kemir:mekten
yağlı,yağ:lı
zavallılıkları,zavallı:lıkları
doğdum,doğ:dum
uyuyor,uy:uyor
sorduktan,sor:duktan
tellerle,tel:lerle
düzine,düzine
ihtimaller,ihtimal:ler
durmaya,dur:maya
kaybolan,kaybol:an
elektriği,elektrik:i
gönderilir,gönder:ilir
tesadüfe,tesadüf:e
nasılsa,nasıl:sa
müsveddeleri,müsvedde:leri
dünyalarından,dünya:larından
telaşlı,telaşlı
hayallerini,hayal:lerini
ısırıp,ısır:ıp
vesaireyi,vesaire:yi
ısırır,ısır:ır
müteaddit,müteaddit
bitir,bitir
yakmıştım,yak:mıştım
zapt,zapt
dolaşmayı,dolaş:mayı
nükte,nükte
yeleğinin,yelek:inin
uğruna,uğur:na
hakikati,hakikat:i
düşünmüştü,düşün:müştü
iradımız,irat:ımız
eşilmedik,eş:ilmedik
karşımdaydı,karşı:mdaydı
derecede,derece:de
süslenmişler,süsle:nmişler
öne,ön:e
yürüyerek,yürü:yerek
sorsa,sor:sa
hakikate,hakikat:e
kötülüğü,kötülük:ü
istesem,iste:sem
karşılık,karşılık
buldular,bul:dular
gününü,gün:ünü
ölmüş,öl:müş
italya'ya,italya:'ya
görülmemişti,gör:ülmemişti
razı,razı
işte,işte
fincanı,fincan:ı
necla'dan,necla:'dan
yoruluver,yor:uluver
miydim,mi:ydim
nedeni,neden:i
sahibinin,sahip:inin
seviniyor,sevin:iyor
muhabbeti,muhabbet:i
dodo,dodo
peşinden,peşin:den
itiyatla,itiyat:la
vermesine,ver:mesine
duruyorsun,dur:uyorsun
yakınları,yakın:ları
cinslerinden,cins:lerinden
oradaki,ora:daki
yanımda,yan:ımda
düşürecektim,düşür:ecektim
duymadığı,duy:madığı
kazandı,kazan:dı
sihirli,sihir:li
burnuna,burun:una
ortalıktan,ortalık:tan
böylesine,böylesi:ne
kanaatlerinden,kanaat:lerinden
alınmaz,alın:maz
ettiremedi,et:tiremedi
ikisine,iki:sine
sahile,sahil:e
görebiliyorum,gör:ebiliyorum
yandı,yan:dı
tırtılın,tırtıl:ın
düşürdü,düşür:dü
davet,davet
çıkarması,çıkarma:sı
yüzüyor,yüz:üyor
mithat,mithat
omuzunun,omuz:unun
sıkıntısına,sıkıntı:sına
yakalayamadı,yakala:yamadı
utanıyordum,utan:ıyordum
lambalı,lamba:lı
olanı,ol:anı
olursa,ol:ursa
yapardı,yap:ardı
emeller,emel:ler
dümdüz,dümdüz
konuşma,konuş:ma
