açtı,aç:tı
hatırlayabildiği,hatırla:yabildiği
domuzu,domuz:u
sözlerle,söz:lerle
aceleden,acele:den
yoruluncaya,yor:uluncaya
kalır,kal:ır
konuşan,konuş:an
kertenkele,kertenkele
fırçasını,fırça:sını
bulduğu,bul:duğu
peniye,peni:ye
söylemeye,söyle:meye
kısaca,kısa:ca
ellerini,el:lerini
bağırmayı,bağır:mayı
bilirim,bil:irim
ilerleyen,ilerle:yen
geçen,geçen
baykuşa,baykuş:a
çalışır,çalış:ır
değişirdi,değiş:irdi
civarındaydı,civar:ındaydı
söylemesini,söyle:mesini
etmiştir,et:miştir
nedeni,neden:i
doğru,doğru
tamamiyle,tamam:iyle
rahatlamış,rahatla:mış
nefes,nefes
oturttu,otur:ttu
parlatır,parla:tır
iskemleye,iskemle:ye
kanar,kana:r
dikti,dik:ti
sokuldu,sokul:du
martın,martı:n
bileyim,bil:eyim
biberle,biberle
girebilirim,gir:ebilirim
koşmaya,koş:maya
gözyaşı,gözyaş:ı
öğüdü,öğüt:ü
aldılar,al:dılar
çaprazlayıp,çaprazla:yıp
gizlendi,gizle:ndi
beline,bel:ine
yavrusuydu,yavru:suydu
hoşlanmazdı,hoşlan:mazdı
çekingen,çekingen
yuvasına,yuva:sına
olduğuna,ol:duğuna
omuzuna,omuz:una
harikulade,harikulade
olmuşsun,ol:muşsun
ikimizin,iki:mizin
kafanı,kafa:nı
yapsam,yap:sam
fısıldadı,fısılda:dı
kraliçesi,kraliçe:si
bitmeden,bit:meden
çokça,çok:ça
yumuşaktı,yumuşak:tı
hazırlanın,hazırla:nın
hindi,hindi
ölçmek,ölç:mek
alıyorum,al:ıyorum
çevrelerine,çevre:lerine
çırpınıp,çırpın:ıp
eline,el:ine
yerden,yer:den
açsa,aç:sa
yargıç,yargıç
anlatmasını,anlat:masını
yanaklarından,yanak:larından
dolaştılar,dolaş:tılar
dilerim,dile:rim
daldığını,dal:dığını
ince,ince
mümkün,mümkün
edilmenize,et:ilmenize
kuyruklarının,kuyruk:larının
yelpazeleniyordu,yelpazele:niyordu
haritalar,harita:lar
benzerim,benzeri:m
buradalar,bura:dalar
bereket,bereket
yapılan,yapıl:an
sürüyordu,sür:üyordu
saygıyla,saygı:yla
yığıldı,yığ:ıldı
hayatına,hayat:ına
sevgilerle,sevgi:lerle
müzik,müzik
insanlar,insan:lar
fareye,fare:ye
kıpırdatmam,kıpırda:tmam
şarkıda,şarkı:da
aritmetiğin,aritmetik:in
dinleyin,dinle:yin
suçluluğunu,suçluluk:unu
görürüm,gör:ürüm
üzümleri,üzüm:leri
yeme,yem:e
sırıttığını,sırıt:tığını
gidip,git:ip
çiftçidir,çiftçi:dir
çitin,çiti:n
başınıza,baş:ınıza
kuru,kuru
mırıldanarak,mırıldan:arak
kendinizi,kendi:nizi
sopaları,sopa:ları
diyarıyla,diyar:ıyla
ilginç,ilginç
sığırların,sığır:ların
yaşında,yaş:ında
kibarca,kibar:ca
dönüp,dön:üp
duygularını,duygu:larını
altından,altın:dan
ağaçların,ağaç:ların
bağlamaz,bağlama:z
oyuncuların,oyuncu:ların
toplu,toplu
sürece,süreç:e
bayanın,bayan:ın
aşağılayıcı,aşağıla:yıcı
deliğine,delik:ine
şekilde,şekil:de
söylenmeye,söylen:meye
dördüncü,dördün:cü
sandığı,sandık:ı
yakalama,yakala:ma
kaplumbağaya,kaplumbağa:ya
karış,karış
oradaydılar,ora:daydılar
ortadan,orta:dan
dersler,ders:ler
elimden,elim:den
çalışmam,çalışma:m
nöbetçi,nöbet:çi
uca,uca
şiir,şiir
öykünüz,öykü:nüz
çalıştığını,çalış:tığını
yanıtını,yanıt:ını
yumuşaktır,yumuşak:tır
yapıyorsun,yap:ıyorsun
eldivenleri,eldiven:leri
boyamakla,boya:makla
şüphe,şüphe
sularını,su:larını
verebilir,ver:ebilir
su,su
başladığınız,başla:dığınız
etmem,et:mem
kuşam,kuşam
sınıfta,sınıf:ta
yatma,yat:ma
kart,kart
kızgın,kızgın
gittiğinin,git:tiğinin
kroke,kroke
yarattığı,yarat:tığı
pirinçten,pirinç:ten
yirmiye,yirmi:ye
konuyu,konu:yu
burasında,bura:sında
başımdan,baş:ımdan
sürdürürken,sürdür:ürken
yazık,yazık
bilseydi,bil:seydi
yaklaştırdı,yaklaş:tırdı
hanımı,hanım:ı
dadı,dadı
sabah,sabah
ağaçlığa,ağaç:lığa
türlü,türlü
görmelisiniz,gör:melisiniz
gitmişler,git:mişler
bununla,bun:unla
süslenmişler,süsle:nmişler
ikisi,iki:si
ayağına,ayak:ına
karışıyordu,karış:ıyordu
hiçbiri,hiçbiri
değilmiş,değil:miş
kararlarının,karar:larının
rica,rica
için,için
üstüne,üstün:e
parlak,parlak
ileriden,ileri:den
söylediğini,söyle:diğini
sayılmazdı,say:ılmazdı
bilemiyordu,bil:emiyordu
anlatabilirim,anlat:abilirim
böylece,böylece
tuttuğu,tut:tuğu
ona,ona
yerlerinize,yer:lerinize
kolaçan,kolaçan
yardım,yardım
bitki,bitki
farelerin,fare:lerin
dayayarak,daya:yarak
sordu,sor:du
çöktü,çök:tü
kolunu,kol:unu
mükemmel,mükemmel
dolaşırken,dolaş:ırken
ucundaki,uç:undaki
korkuyla,korku:yla
sinirlerine,sinir:lerine
burnunun,burun:unun
alamadıklarından,al:amadıklarından
düğün,düğün
gecede,gece:de
çarpmış,çarp:mış
evimizin,ev:imizin
hafifçe,hafif:çe
yaparsa,yap:arsa
yerinde,yerinde
dikdörtgen,dikdörtgen
kırdım,kır:dım
gülümserken,gülümse:rken
takmış,tak:mış
çukur,çukur
hale,hale
delilerin,deli:lerin
halim,halim
öylesindir,öyle:sindir
kapıyı,kapı:yı
hakkın,hak:kın
şakağına,şakak:ına
yalvardı,yalvar:dı
bağırmıştı,bağır:mıştı
güveniyor,güven:iyor
hoşlandın,hoşlan:dın
denli,denli
dönüştü,dönüş:tü
takılınca,takı:lınca
kuyruğunu,kuyruk:unu
olmayın,ol:mayın
düşüncesini,düşünce:sini
yaslanmıştı,yasla:nmıştı
döndüğünde,dön:düğünde
vermeliyim,ver:meliyim
yapraklardan,yaprak:lardan
görsün,gör:sün
haber,haber
sırıttı,sırıt:tı
öğütler,öğütle:r
zikzak,zikzak
göndermesi,gönder:mesi
xıı,xıı
çarptı,çarp:tı
uzanmayı,uzan:mayı
tarla,tarla
aşağılardaki,aşağı:lardaki
bulma,bulma
zorunda,zor:unda
gümbürtü,gümbürtü
hak,hak
başlamadan,başla:madan
dolusu,dolu:su
mindermiş,minder:miş
bakabilir,bak:abilir
kaldığı,kal:dığı
yapabileceği,yap:abileceği
iri,iri
hevesli,hevesli
inanıyor,inan:ıyor
düzeltir,düzelti:r
kumu,kum:u
anlaşılmasın,anlaş:ılmasın
görünmek,gör:ünmek
farklılık,farklı:lık
şişeden,şişe:den
devamı,devam:ı
ahçı,ahçı
yanıtın,yanıt:ın
hıçkırıkları,hıçkırık:ları
düşmeleri,düş:meleri
cheshire,cheshire
veremezdi,ver:emezdi
düştüm,düş:tüm
ardından,art:ından
aldığımı,al:dığımı
bot,bot
sana,san:a
bitirdiğinde,bitir:diğinde
döndüğünüzde,dön:düğünüzde
boşa,boşa
içinden,içinde:n
gerekti,gerek:ti
mürekkebi,mürekkep:i
şekilli,şekil:li
çekerek,çek:erek
şeklinde,şekli:nde
sözdü,söz:dü
dilemekte,dile:mekte
şüphesiz,şüphe:siz
ihtimali,ihtimal:i
havası,havas:ı
ediyorsun,et:iyorsun
birbirini,birbir:ini
kesmeyeceğim,kes:meyeceğim
titremeye,titre:meye
fark,fark
saçmalıklarla,saçmalık:larla
kaybetti,kaybet:ti
kayda,kayt:a
çuvala,çuval:a
hakkımda,hak:kımda
yaramıyordu,yara:mıyordu
niyetin,niyet:in
yandan,yan:dan
saçların,saç:ların
tereyağlı,tereyağ:lı
yoktan,yok:tan
hoşlanmazdım,hoşlan:mazdım
götürüyordu,götür:üyordu
alamıyordu,al:amıyordu
kendim,kendi:m
holde,hol:de
ayı,ayı
kabıyla,kap:ıyla
büyülü,büyü:lü
mantara,mantar:a
ömrüm,ömür:üm
an,an
demirleri,demir:leri
duygu,duygu
zavallı,zavallı
çenesine,çene:sine
attığın,at:tığın
mektuba,mektup:a
gidin,gidi:n
basıyor,bas:ıyor
çocuklarından,çocuk:larından
kaldırır,kaldır:ır
karıştı,karış:tı
sözcükler,sözcük:ler
fazlalığı,fazla:lığı
iş,iş
sürmedi,sürme:di
kişisi,kişi:si
tıpayı,tıpa:yı
dolaşıyor,dolaş:ıyor
şaşırmamalı,şaşır:mamalı
galonlarca,galon:larca
şişeyi,şişe:yi
yapsın,yap:sın
istedim,iste:dim
kemirerek,kemir:erek
hırsla,hırs:la
olacağım,ol:acağım
arkadaşları,arkadaş:ları
aksırmaya,aksır:maya
ağaç,ağaç
ikişer,iki:şer
isimlerini,isim:lerini
fokurdattı,fokur:dattı
çekiliyor,çekil:iyor
tırmalayan,tırmala:yan
tarhına,tarh:ına
koşuda,koşut:a
geçer,geçer
görmedi,gör:medi
sormaya,sor:maya
çektiler,çek:tiler
bitenleri,bit:enleri
vazgeçip,vazgeç:ip
la,la
efendimiz,efendi:miz
koydu,koy:du
seninkileri,sen:inkileri
söyler,söyle:r
karmaşaya,karmaşa:ya
uçup,uç:up
alttan,alt:tan
oturdu,otur:du
yaz,yaz
demeleri,de:meleri
tarhlarının,tarh:larının
tamamla,tamamla
eski,eski
parlayacağını,parla:yacağını
işitmişti,işit:mişti
iyiyim,iyi:yim
biçare,biçare
emreder,emret:er
halkı,halk:ı
sıkıştırdı,sıkış:tırdı
kendilerini,kendi:lerini
gideceğim,git:eceğim
bahçe,bahçe
baktıktan,bak:tıktan
titreyerek,titre:yerek
aramıyorum,ara:mıyorum
tarif,tarif
arkalarından,arka:larından
değer,değer
bıraktığında,bırak:tığında
hemen,hemen
kapadı,kapa:dı
otoritesi,otorite:si
pençesini,pençe:sini
bıçağını,bıçak:ını
yiyecek,yiyecek
sürünerek,sürün:erek
saksısının,saksı:sının
hopladı,hopla:dı
kibar,kibar
enlem,enlem
ıstakozun,ıstakoz:un
soruyu,soru:yu
derecede,derece:de
benimki,ben:imki
basıyorlar,bas:ıyorlar
verebileceğinden,ver:ebileceğinden
mayıs,mayıs
kalemleri,kalem:leri
endişesiyle,endişe:siyle
okurken,okur:ken
döverim,döv:erim
uzağa,uzak:a
kuyuya,kuyu:ya
anahtarı,anahtar:ı
halletmek,hallet:mek
döv,döv
ellerim,el:lerim
saçlarınız,saç:larınız
üniformalı,üniforma:lı
benden,bende:n
giz,giz
başladı,başla:dı
belirleyici,belirle:yici
uzatır,uzat:ır
bulamadan,bula:madan
değişmiş,değiş:miş
yaklaşana,yaklaş:ana
ciddi,ciddi
olduğum,ol:duğum
görünür,görünür
kitaplardan,kitap:lardan
deneyelim,dene:yelim
değneğin,değnek:in
eğer,eğer
defterinden,defter:inden
anladığında,anla:dığında
duruyordu,dur:uyordu
şöyle,şöyle
örneğin,örneğin
çukurlarla,çukur:larla
işi,iş:i
eder,eder
mahkumu,mahkum:u
ayağını,ayak:ını
pek,pek
yazılı,yazılı
bari,bari
çubuklar,çubukla:r
çevirmeye,çevirme:ye
nereden,nere:den
yaklaşmıştı,yaklaş:mıştı
söyleyemez,söyle:yemez
ediyor,et:iyor
salatalık,salatalık
tekrarlamazsanız,tekrarla:mazsanız
nargilenin,nargile:nin
ayrıca,ayrıca
gözlü,göz:lü
damla,damla
hafif,hafif
fırladı,fırla:dı
yedili,yedi:li
koro,koro
çaresiz,çare:siz
kalkmıştı,kalk:mıştı
isterdin,iste:rdin
tüm,tüm
yakın,yakın
havaya,hava:ya
buldukları,bul:dukları
deniz,deniz
yürüdü,yürü:dü
düşüyordu,düş:üyordu
sırıtabildiğini,sırıt:abildiğini
düşünmeden,düşün:meden
güzergahını,güzergah:ını
seyirtti,seyirt:ti
biçimlerinin,biçim:lerinin
uyandığım,uyan:dığım
belirginleşmedi,belirgin:leşmedi
ağacına,ağaç:ına
kuyrukları,kuyruk:ları
suratla,surat:la
kızkardeş,kızkardeş
patates,patates
düşünüyordu,düşün:üyordu
onu,onu
arkasından,arka:sından
kırıntısı,kırıntı:sı
dalmıştı,dal:mıştı
ağlar,ağla:r
getirin,getiri:n
ey,ey
hoşlanır,hoşlan:ır
ayıp,ayıp
hayvanlara,hayvan:lara
rahatladı,rahatla:dı
kafasının,kafa:sının
kabinleri,kabin:leri
yapabilirsin,yap:abilirsin
acı,acı
ki,ki
okumuştu,oku:muştu
asılmış,asıl:mış
aradıktan,ara:dıktan
yarısı,yarı:sı
konuşuyorlardı,konuş:uyorlardı
etrafını,etraf:ını
gerekiyordu,gerek:iyordu
suçlamayı,suçla:mayı
telaşla,telaş:la
buradan,bura:dan
zorunlu,zorunlu
olmasın,ol:masın
burnuna,burun:una
pembe,pembe
söylenip,söylen:ip
tür,tür
ilan,ilan
kraliçeden,kraliçe:den
çarpıtmayı,çarpıt:mayı
atın,at:ın
söylemeyi,söyle:meyi
nefesi,nefes:i
ağaçlardan,ağaç:lardan
aklından,akıl:ından
olabilecek,ol:abilecek
gelirken,gelir:ken
kral,kral
uzaklaştığını,uzak:laştığını
alice,alice
uçuşuyordu,uçuş:uyordu
kişiler,kişi:ler
dans,dans
ıı,ıı
değişikliklerle,değişik:liklerle
deliyim,deli:yim
benimkinde,ben:imkinde
alay,alay
bizler,bizle:r
zamanın,zaman:ın
kafa,kafa
taktirde,taktir:de
etmeyi,et:meyi
uykusunda,uyku:sunda
tir,tir
biliyordum,bil:iyordum
sorulara,soru:lara
gelene,gele:ne
sahile,sahil:e
görerek,gör:erek
yutuverir,yut:uverir
dersleri,ders:leri
eğilmiş,eğil:miş
günler,gün:ler
et,et
takılı,takı:lı
harfiyle,harf:iyle
eve,ev:e
gerçekliğe,gerçek:liğe
kalıyordu,kal:ıyordu
basmaktan,bas:maktan
tarafından,taraf:ından
fincanlarının,fincan:larının
gücenmişti,gücen:mişti
isimden,isim:den
kulağına,kulak:ına
gürültüyle,gürültü:yle
peyniri,peynir:i
bize,biz:e
döktü,dök:tü
oturdular,otur:dular
inecek,in:ecek
şaşkınlık,şaşkın:lık
yanındakiler,yan:ındakiler
görüşteyim,görüş:teyim
saygıdeğer,saygıdeğer
git,git
konuşuyorsun,konuş:uyorsun
soruyorsun,sor:uyorsun
unutmuşum,unut:muşum
kedisiz,kedi:siz
hızım,hız:ım
anımsamadıkları,anımsa:madıkları
canlı,canlı
sorguya,sorgu:ya
açıklamalar,açıkla:malar
emir,emir
ezilmemek,ez:ilmemek
arkadaşım,arkadaş:ım
olacaktı,ol:acaktı
acımasızlık,acı:masızlık
çakıllı,çakıl:lı
karmaşık,karmaşık
bağışlayın,bağışla:yın
yelpazelenmeye,yelpazele:nmeye
çorbayı,çorba:yı
basa,bas:a
anlamı,anlam:ı
ninni,ninni
bayana,bayan:a
can,can
ağzın,ağız:ın
yalancı,yalan:cı
çizerek,çiz:erek
sözcüğünü,sözcük:ünü
deve,deve
uzakta,uzak:ta
kesilmeyi,kes:ilmeyi
görüntüsü,görüntü:sü
sinirli,sinirli
bilemezsin,bile:mezsin
duvarlarına,duvar:larına
unutmaktan,unut:maktan
kıvrılmıştı,kıvrıl:mıştı
kediniz,kedi:niz
kırgın,kırgın
hayatım,hayat:ım
görünmez,gör:ünmez
alaya,alay:a
düşünmeye,düşün:meye
yapıldığını,yapıl:dığını
boşuna,boşuna
acele,acele
vay,vay
kapının,kapı:nın
kadardı,kadar:dı
öncekinden,önce:kinden
başlamazsa,başla:mazsa
düş,düş
kesilir,kes:ilir
oyuncuyu,oyuncu:yu
merakı,merak:ı
dumanla,dumanla
i,i
dikkatlice,dikkat:lice
eh,eh
düşünüyordum,düşün:üyordum
uyan,uyan
gittiğini,git:tiğini
duruş,dur:uş
aldırış,aldır:ış
açık,açık
tembelce,tembel:ce
denedim,dene:dim
oluşturuyordu,oluş:turuyordu
olduysam,ol:duysam
ötekiler,öteki:ler
istediğinizi,iste:diğinizi
bahçıvanlar,bahçıvan:lar
benzedi,benze:di
pekmezinin,pekmez:inin
eliyle,el:iyle
birine,biri:ne
genişlikteki,genişlik:teki
farklı,farklı
yavrusu,yavru:su
olun,ol:un
olmazsa,ol:mazsa
dinleyicileri,dinle:yicileri
sırtını,sırt:ını
bıçakla,bıçakla
eğilerek,eğil:erek
bıyıklarını,bıyık:larını
sazlar,saz:lar
ders,ders
gösterdiği,göster:diği
azaldı,azal:dı
sonunda,son:unda
gelince,gelin:ce
çıkaran,çıkar:an
oynayacak,oyna:yacak
zevkleri,zevk:leri
camın,cam:ın
sanıyorum,san:ıyorum
sıçratıp,sıçra:tıp
topuzlarla,topuz:larla
huzursuzlandı,huzursuzlan:dı
önceden,önce:den
olduklarını,ol:duklarını
sırrın,sır:rın
sürdü,sür:dü
boyumla,boy:umla
açtığında,aç:tığında
anımsayarak,anımsa:yarak
unutturdu,unut:turdu
miydiniz,mi:ydiniz
aceleyle,acele:yle
insanı,insan:ı
yazacağım,yaz:acağım
girebileceğim,gir:ebileceğim
çimdiklenince,çimdikle:nince
armağan,armağan
kaplumbağalar,kaplumbağa:lar
çıkar,çıkar
geçmeden,geç:meden
durumdan,durum:dan
birdenbire,birdenbire
hizmetçisi,hizmetçi:si
günlerini,gün:lerini
yoktur,yok:tur
ağacının,ağaç:ının
buz,buz
süslemeler,süsle:meler
perdenin,perde:nin
danstı,dans:tı
sersemliğini,sersem:liğini
içlerinden,iç:lerinden
kalkışmanın,kalkış:manın
bakıma,bakım:a
haldeki,hal:deki
karışırsam,karış:ırsam
ilerliyor,ilerle:iyor
kolunun,kol:unun
çevirdiniz,çevir:diniz
kalkacak,kalk:acak
sevgidir,sevgi:dir
kutudan,kutu:dan
havlıyordu,havla:ıyordu
laf,laf
büyümüş,büyü:müş
sarsıyordu,sars:ıyordu
buna,buna
beynime,beyin:ime
ağaçtan,ağaç:tan
yaptıkların,yap:tıkların
yığınının,yığın:ının
avlarken,avla:rken
ortasında,orta:sında
reddediyorum,reddet:iyorum
benimle,ben:imle
kesilmişti,kes:ilmişti
anlattı,anlat:tı
başladılar,başla:dılar
harekettir,hareket:tir
ifade,ifade
ha,ha
kendiniz,kendi:niz
yazmaya,yazma:ya
kalkışmayacaksın,kalkış:mayacaksın
biberi,biber:i
oyunlar,oyun:lar
içeride,içeri:de
birinci,birinci
eşeleyen,eşele:yen
ıv,ıv
papatya,papatya
bahçıvanı,bahçıvan:ı
homurdanarak,homurdan:arak
çekingenlikle,çekingen:likle
ihtiyar,ihtiyar
not,not
işittiler,işit:tiler
maddedir,madde:dir
yemediğini,ye:mediğini
anlaşılan,anlaşılan
çıkmanın,çıkma:nın
sessizlik,sessiz:lik
bilmiyorsunuz,bil:miyorsunuz
sarsmaya,sars:maya
parçadan,parça:dan
uzandı,uzan:dı
ekledi,ekle:di
zorlukla,zor:lukla
yazı,yazı
konuştu,konuş:tu
taşıdığı,taşı:dığı
grup,grup
gelinceye,gelin:ceye
mil,mil
delisin,deli:sin
valesi,vale:si
konuklar,konukla:r
gönderiyor,gönder:iyor
almadan,al:madan
açıklayamaz,açıkla:yamaz
hayatında,hayat:ında
böbürlenme,böbürlen:me
şaşırtıcı,şaşırt:ıcı
fareler,fare:ler
kendisine,kendi:sine
uğraşırken,uğraş:ırken
kükremeyle,kükre:meyle
çalışırken,çalış:ırken
kederli,keder:li
terketti,terket:ti
kızarttınız,kızart:tınız
bakayım,bak:ayım
yakınından,yakın:ından
temizleyerek,temizle:yerek
yaşlar,yaş:lar
başını,baş:ını
aksi,aksi
boyunda,boyun:da
belirten,belirt:en
yapacaklar,yap:acaklar
bahçeyi,bahçe:yi
istemezdim,iste:mezdim
penilik,peni:lik
haykırış,haykır:ış
ayrılmak,ayrıl:mak
sakindir,sakin:dir
başlayan,başla:yan
seni,sen:i
kirpiyi,kirpi:yi
ıstakozlarla,ıstakoz:larla
söylemek,söyle:mek
olmasa,ol:masa
gün,gün
kıvır,kıvır
düzeltmek,düzelt:mek
alarak,al:arak
cebinde,cebin:de
koşuşturmaya,koşuş:turmaya
şuradaki,şura:daki
kediler,kedi:ler
tatlı,tatlı
çirkin,çirkin
birkaç,birkaç
bağrışmaları,bağrış:maları
işareti,işaret:i
söylemedi,söyle:medi
çekilmesi,çekil:mesi
sansar,sansar
hasta,hasta
tümsekler,tümsek:ler
zehir,zehir
kıvırarak,kıvır:arak
azarla,azarla
düştü,düş:tü
diğeri,diğer:i
acımamıştı,acı:mamıştı
köpek,köpek
sterlin,sterlin
baykuş,baykuş
sefer,sefer
bağladın,bağla:dın
çocuklardan,çocuk:lardan
hatta,hatta
açmaya,açma:ya
lacie,lacie
yutabildi,yut:abildi
saçma,saçma
kıpırdandı,kıpırda:ndı
anlatırken,anlat:ırken
hızla,hız:la
birikintide,birikinti:de
dinleyelim,dinle:yelim
etmen,etmen
uzundu,uzun:du
carroll,carroll
boynunu,boyun:unu
mahkeme,mahkeme
gibi,gibi
geçin,geçin
ölecekmiş,öl:ecekmiş
kararınızı,karar:ınızı
jüriye,jüri:ye
edelim,ede:lim
pençelerim,pençe:lerim
duymak,duy:mak
dökülürken,dök:ülürken
olmasına,ol:masına
yan,yan
olur,ol:ur
yaşar,yaşar
portakal,portakal
şapkacıyım,şapka:cıyım
cesaretini,cesaret:ini
düşündüklerini,düşün:düklerini
büyüyorsun,büyü:yorsun
son,son
dil,dil
yüzü,yüz:ü
biliyorsunuz,bil:iyorsunuz
düşünün,düşün:ün
kimse,kimse
parmaklarını,parmak:larını
cellat,cellat
elveda,elveda
şansına,şans:ına
yürümeyebilirler,yürü:meyebilirler
şeyde,şey:de
sürerken,sür:erken
kalkışmadı,kalkış:madı
nöbetine,nöbet:ine
öğretirdi,öğret:irdi
dediğinde,de:diğinde
anlatan,anlat:an
kırıntıyla,kırıntı:yla
siz,siz
sık,sık
elsie,elsie
yarı,yarı
otların,ot:ların
kapanları,kapan:ları
yüz,yüz
bacanın,baca:nın
alamadan,al:amadan
görmüş,gör:müş
konularda,konu:larda
işlese,işle:se
aşağılık,aşağı:lık
canlandırmaya,canlan:dırmaya
saate,saat:e
umut,umut
tanık,tanık
parçalarını,parça:larını
karışıklığa,karışık:lığa
aynı,aynı
oturduğunu,otur:duğunu
azalır,azal:ır
faresiyle,fare:siyle
edilmekten,et:ilmekten
çıkmadığından,çık:madığından
savunmaya,savunma:ya
ağacı,ağaç:ı
tava,tava
saçmalamaya,saçmala:maya
olasılıkla,olasılık:la
ediyorum,et:iyorum
soktular,sok:tular
kaybolmaya,kaybol:maya
yararlı,yararlı
yaptığınıza,yap:tığınıza
bebeğini,bebek:ini
bulacaksın,bul:acaksın
güzellemeyi,güzelleme:yi
ol,ol
nefese,nefes:e
mecburdur,mecbur:dur
sayılırlar,say:ılırlar
pisi,pisi
meydana,meydan:a
günlerimde,gün:lerimde
avuçlarıyla,avuç:larıyla
çattı,çat:tı
konuşmasından,konuş:masından
dönüşmediğini,dönüş:mediğini
görme,gör:me
tokat,tokat
sonlarında,son:larında
oysa,oysa
sanacaklarını,san:acaklarını
buradaki,bura:daki
davaya,dava:ya
korkmuş,kork:muş
süzen,süz:en
faresinin,fare:sinin
kağıt,kağıt
mutfağımda,mutfak:ımda
dansın,dans:ın
bildiklerini,bil:diklerini
tabağına,tabak:ına
durdu,dur:du
kabalığından,kaba:lığından
kurumuş,kuru:muş
dik,dik
bunda,bun:da
yapıyorduk,yap:ıyorduk
yapmamak,yap:mamak
durma,dur:ma
uzununu,uzun:unu
tabaklar,tabakla:r
izleyen,izle:yen
haftada,hafta:da
ait,ait
yakaladığında,yakala:dığında
tavanına,tavan:ına
karnenin,karne:nin
tırtıl,tırtıl
hatırladım,hatırla:dım
parmağını,parmak:ını
olursunuz,ol:ursunuz
içi,içi
sizinki,siz:inki
hipopotam,hipopotam
sayesinde,saye:sinde
çeşmelerin,çeşme:lerin
derslerin,ders:lerin
sahası,saha:sı
bayan,bayan
cızırdıyordu,cızırda:ıyordu
düz,düz
söyleyen,söyle:yen
oyunu,oyun:u
ucuz,ucuz
okula,okul:a
geriye,geri:ye
kanatlı,kanat:lı
istiyorlar,iste:iyorlar
elini,el:ini
elindeki,el:indeki
tren,tren
fincanını,fincan:ını
homurtular,homurtu:lar
dönüştüğünü,dönüş:tüğünü
dişi,dişi
öldürebileceği,öldür:ebileceği
kurutacak,kurut:acak
bakarsak,bak:arsak
santim,santim
kilimi,kilim:i
üyesine,üye:sine
kimseye,kimse:ye
balığın,balık:ın
rabbimden,rab:bimden
ilçe,ilçe
gelmiyor,gel:miyor
uyuyorlar,uy:uyorlar
uyumuyorlar,uyu:muyorlar
yiyorlarsa,ye:iyorlarsa
yemiyorlarsa,ye:miyorlarsa
diyemiyorum,de:iyemiyorum
diyebilmek,de:iyebilmek
ısrarcıyız,ısrar:cıyız
diyemiyor,de:iyemiyor
diyemiyorlar,de:iyemiyorlar
yiyemiyor,ye:iyemiyor
yiyemiyorlar,ye:iyemiyorlar
öderim,öde:rim
psikoloğa,psikolog:a
jinekoloğa,jinekolog:a
sakinleştim,sakin:leştim
verilir,ver:ilir
şaşırtıcıydı,şaşırt:ıcıydı
hacda,hac:da
